Record,Specimen_ID,User_ID,Algorithm_Estimate_mm,Adjusted_Estimate_mm,Hand_Measurement_mm,Algorithm_Total_Error_mm,Adjusted_Total_Error_mm,Algorithm_Percent_Error,Adjusted_Percent_Error,Included
2343,43,24,117.2,117.8,112,5.2,5.8,4.64,5.18,no
2344,44,24,157.5,150,145,12.5,5,8.62,3.45,no
866,66,9,112.8,115.2,110,2.8,5.2,2.55,4.73,yes
966,66,10,112.8,115.2,110,2.8,5.2,2.55,4.73,yes
1066,66,11,112.8,114.7,110,2.8,4.7,2.55,4.27,yes
2066,66,21,112.8,114.2,110,2.8,4.2,2.55,3.82,yes
466,66,5,112.8,113.5,110,2.8,3.5,2.55,3.18,yes
2350,50,24,122.2,122.8,120,2.2,2.8,1.83,2.33,no
2351,51,24,122.4,124.4,115,7.4,9.4,6.43,8.17,no
1166,66,12,112.8,113.5,110,2.8,3.5,2.55,3.18,yes
66,66,1,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2354,54,24,138,140.2,130,8,10.2,6.15,7.85,no
2355,55,24,130.3,138,130,0.3,8,0.23,6.15,no
166,66,2,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2357,57,24,130.3,133.5,115,15.3,18.5,13.3,16.09,no
266,66,3,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
366,66,4,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
566,66,6,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
666,66,7,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2362,62,24,122.4,128.9,126,-3.6,2.9,-2.86,2.3,no
2363,63,24,127.9,115.3,115,12.9,0.3,11.22,0.26,no
766,66,8,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
1266,66,13,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
1466,66,15,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
1666,66,17,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2368,68,24,103.8,106,105,-1.2,1,-1.14,0.95,no
2369,69,24,523.6,337.4,120,403.6,217.4,336.33,181.17,no
1766,66,18,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2371,71,24,151.1,153.1,147,4.1,6.1,2.79,4.15,no
2372,72,24,205.9,147.9,147,58.9,0.9,40.07,0.61,no
1866,66,19,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2374,74,24,229.3,147.7,146,83.3,1.7,57.05,1.16,no
2375,75,24,146.6,120.5,110,36.6,10.5,33.27,9.55,no
2376,76,24,153.7,236.2,126,27.7,110.2,21.98,87.46,no
2377,77,24,677.7,135.5,155,522.7,-19.5,337.23,-12.58,no
2378,78,24,148.6,124.8,128,20.6,-3.2,16.09,-2.5,no
2379,79,24,139.1,137.7,129,10.1,8.7,7.83,6.74,no
2166,66,22,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2381,81,24,195.4,132.8,120,75.4,12.8,62.83,10.67,no
2382,82,24,165,166.5,165,0,1.5,0,0.91,no
2383,83,24,750.4,136.3,130,620.4,6.3,477.23,4.85,no
2266,66,23,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2366,66,24,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
2466,66,25,112.8,112.8,110,2.8,2.8,2.55,2.55,yes
1966,66,20,112.8,111.7,110,2.8,1.7,2.55,1.55,yes
2388,88,24,123.9,128.5,163,-39.1,-34.5,-23.99,-21.17,no
2389,89,24,554.3,137.1,120,434.3,17.1,361.92,14.25,no
1366,66,14,112.8,110.6,110,2.8,0.6,2.55,0.55,yes
1566,66,16,112.8,106.1,110,2.8,-3.9,2.55,-3.55,yes
2392,92,24,135.3,135.9,147,-11.7,-11.1,-7.96,-7.55,no
829,29,9,110,133.7,115,-5,18.7,-4.35,16.26,yes
2394,94,24,132,125.5,128,4,-2.5,3.13,-1.95,no
2395,95,24,558.3,141.7,128,430.3,13.7,336.17,10.7,no
929,29,10,110,133.7,115,-5,18.7,-4.35,16.26,yes
1229,29,13,110,117.6,115,-5,2.6,-4.35,2.26,yes
1629,29,17,110,117.6,115,-5,2.6,-4.35,2.26,yes
2399,99,24,124.7,127.7,115,9.7,12.7,8.43,11.04,no
29,29,1,110,110,115,-5,-5,-4.35,-4.35,yes
2401,1,25,133.1,131.2,128,5.1,3.2,3.98,2.5,no
2402,2,25,129.8,131.3,125,4.8,6.3,3.84,5.04,no
129,29,2,110,110,115,-5,-5,-4.35,-4.35,yes
229,29,3,110,110,115,-5,-5,-4.35,-4.35,yes
329,29,4,110,110,115,-5,-5,-4.35,-4.35,yes
429,29,5,110,110,115,-5,-5,-4.35,-4.35,yes
529,29,6,110,110,115,-5,-5,-4.35,-4.35,yes
629,29,7,110,110,115,-5,-5,-4.35,-4.35,yes
2409,9,25,136.2,126.2,125,11.2,1.2,8.96,0.96,no
729,29,8,110,110,115,-5,-5,-4.35,-4.35,yes
2411,11,25,142.9,133.9,131,11.9,2.9,9.08,2.21,no
1429,29,15,110,110,115,-5,-5,-4.35,-4.35,yes
1729,29,18,110,110,115,-5,-5,-4.35,-4.35,yes
1829,29,19,110,110,115,-5,-5,-4.35,-4.35,yes
1929,29,20,110,110,115,-5,-5,-4.35,-4.35,yes
2129,29,22,110,110,115,-5,-5,-4.35,-4.35,yes
2417,17,25,112.9,109.1,111,1.9,-1.9,1.71,-1.71,no
2229,29,23,110,110,115,-5,-5,-4.35,-4.35,yes
2419,19,25,135.8,135,140,-4.2,-5,-3,-3.57,no
2420,20,25,131.6,130.1,123,8.6,7.1,6.99,5.77,no
2329,29,24,110,110,115,-5,-5,-4.35,-4.35,yes
2429,29,25,110,110,115,-5,-5,-4.35,-4.35,yes
1029,29,11,110,109.5,115,-5,-5.5,-4.35,-4.78,yes
2424,24,25,120.1,110.7,109,11.1,1.7,10.18,1.56,no
2029,29,21,110,108.1,115,-5,-6.9,-4.35,-6,yes
2426,26,25,123.6,115.8,124,-0.4,-8.2,-0.32,-6.61,no
1329,29,14,110,106.9,115,-5,-8.1,-4.35,-7.04,yes
1129,29,12,110,106.7,115,-5,-8.3,-4.35,-7.22,yes
1529,29,16,110,102.1,115,-5,-12.9,-4.35,-11.22,yes
2430,30,25,121.9,116.1,118,3.9,-1.9,3.31,-1.61,no
815,15,9,109.2,130.6,102,7.2,28.6,7.06,28.04,yes
915,15,10,109.2,130.6,102,7.2,28.6,7.06,28.04,yes
1815,15,19,109.2,111.7,102,7.2,9.7,7.06,9.51,yes
2434,34,25,146.4,139.9,130,16.4,9.9,12.62,7.62,no
2435,35,25,136.2,134,125,11.2,9,8.96,7.2,no
515,15,6,109.2,110.6,102,7.2,8.6,7.06,8.43,yes
2315,15,24,109.2,110.6,102,7.2,8.6,7.06,8.43,yes
2438,38,25,146,131.6,123,23,8.6,18.7,6.99,no
2439,39,25,129.2,133.1,120,9.2,13.1,7.67,10.92,no
2440,40,25,173.3,154.9,152,21.3,2.9,14.01,1.91,no
1415,15,15,109.2,110.1,102,7.2,8.1,7.06,7.94,yes
1115,15,12,109.2,109.5,102,7.2,7.5,7.06,7.35,yes
2443,43,25,117.2,123.9,112,5.2,11.9,4.64,10.63,no
2444,44,25,157.5,150.8,145,12.5,5.8,8.62,4,no
1015,15,11,109.2,109.4,102,7.2,7.4,7.06,7.25,yes
715,15,8,109.2,109.2,102,7.2,7.2,7.06,7.06,yes
1715,15,18,109.2,109.2,102,7.2,7.2,7.06,7.06,yes
2115,15,22,109.2,109.2,102,7.2,7.2,7.06,7.06,yes
1915,15,20,109.2,109,102,7.2,7,7.06,6.86,yes
2450,50,25,122.2,119.5,120,2.2,-0.5,1.83,-0.42,no
2451,51,25,122.4,117.4,115,7.4,2.4,6.43,2.09,no
2415,15,25,109.2,108.3,102,7.2,6.3,7.06,6.18,yes
2453,53,25,132,127.6,130,2,-2.4,1.54,-1.85,no
2454,54,25,138,137.2,130,8,7.2,6.15,5.54,no
2455,55,25,130.3,126.5,130,0.3,-3.5,0.23,-2.69,no
2215,15,23,109.2,107.9,102,7.2,5.9,7.06,5.78,yes
2457,57,25,130.3,129.8,115,15.3,14.8,13.3,12.87,no
2458,58,25,128.7,121.6,125,3.7,-3.4,2.96,-2.72,no
315,15,4,109.2,106.3,102,7.2,4.3,7.06,4.22,yes
615,15,7,109.2,105.6,102,7.2,3.6,7.06,3.53,yes
1315,15,14,109.2,105.4,102,7.2,3.4,7.06,3.33,yes
2462,62,25,122.4,125.5,126,-3.6,-0.5,-2.86,-0.4,no
2463,63,25,127.9,116.2,115,12.9,1.2,11.22,1.04,no
1515,15,16,109.2,104.9,102,7.2,2.9,7.06,2.84,yes
15,15,1,109.2,104.8,102,7.2,2.8,7.06,2.75,yes
2015,15,21,109.2,103.2,102,7.2,1.2,7.06,1.18,yes
868,68,9,103.8,147.7,105,-1.2,42.7,-1.14,40.67,yes
968,68,10,103.8,147.3,105,-1.2,42.3,-1.14,40.29,yes
2469,69,25,523.6,124.8,120,403.6,4.8,336.33,4,no
1368,68,14,103.8,106,105,-1.2,1,-1.14,0.95,yes
2471,71,25,151.1,150.6,147,4.1,3.6,2.79,2.45,no
2472,72,25,205.9,205.9,147,58.9,58.9,40.07,40.07,no
768,68,8,103.8,105.4,105,-1.2,0.4,-1.14,0.38,yes
1168,68,12,103.8,105.2,105,-1.2,0.2,-1.14,0.19,yes
1468,68,15,103.8,104.5,105,-1.2,-0.5,-1.14,-0.48,yes
2476,76,25,153.7,225.8,126,27.7,99.8,21.98,79.21,no
2477,77,25,677.7,681.3,155,522.7,526.3,337.23,339.55,no
2478,78,25,148.6,138.5,128,20.6,10.5,16.09,8.2,no
2479,79,25,139.1,145.7,129,10.1,16.7,7.83,12.95,no
2480,80,25,152.6,146.4,128,24.6,18.4,19.22,14.38,no
2481,81,25,195.4,193.2,120,75.4,73.2,62.83,61,no
368,68,4,103.8,104.4,105,-1.2,-0.6,-1.14,-0.57,yes
2483,83,25,750.4,739.9,130,620.4,609.9,477.23,469.15,no
68,68,1,103.8,103.8,105,-1.2,-1.2,-1.14,-1.14,yes
468,68,5,103.8,103.8,105,-1.2,-1.2,-1.14,-1.14,yes
568,68,6,103.8,103.8,105,-1.2,-1.2,-1.14,-1.14,yes
668,68,7,103.8,103.8,105,-1.2,-1.2,-1.14,-1.14,yes
2488,88,25,123.9,122.9,163,-39.1,-40.1,-23.99,-24.6,no
1768,68,18,103.8,103.8,105,-1.2,-1.2,-1.14,-1.14,yes
1968,68,20,103.8,103.8,105,-1.2,-1.2,-1.14,-1.14,yes
2468,68,25,103.8,103.8,105,-1.2,-1.2,-1.14,-1.14,yes
2492,92,25,135.3,137.8,147,-11.7,-9.2,-7.96,-6.26,no
2068,68,21,103.8,103.6,105,-1.2,-1.4,-1.14,-1.33,yes
2494,94,25,132,121.5,128,4,-6.5,3.13,-5.08,no
2495,95,25,558.3,495,128,430.3,367,336.17,286.72,no
2496,96,25,128.2,125.4,125,3.2,0.4,2.56,0.32,no
2268,68,23,103.8,102.7,105,-1.2,-2.3,-1.14,-2.19,yes
168,68,2,103.8,98.8,105,-1.2,-6.2,-1.14,-5.9,yes
2499,99,25,124.7,119,115,9.7,4,8.43,3.48,no
2168,68,22,103.8,98.6,105,-1.2,-6.4,-1.14,-6.1,yes
